GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name
ENSG00000205213,81.4996848818721,-1.25491749426363,0.364081275857884,-3.44680591251685,0.0005672559444301,0.021875765559698,11,27365961,27472790,-1,LGR4
ENSG00000018408,60.237514948935,-1.37919589169658,0.400979638742693,-3.43956589920918,0.000582647916645,0.0223185435184661,3,149517235,149736714,-1,WWTR1
ENSG00000204616,875.563704011969,-1.37610522955756,0.401528593669105,-3.42716621245558,0.0006099156209738,0.0230692137689685,6,30102897,30113090,-1,TRIM31
ENSG00000185499,67.0199743730307,-1.350618092098,0.3946074281681,-3.42268795690952,0.0006200521304768,0.0232825495703719,1,155185824,155192916,-1,MUC1
ENSG00000117266,168.187318112327,-1.12213426887004,0.328044629999212,-3.42067562231619,0.0006246578925106,0.0233785896492088,1,205504596,205532793,1,CDK18
ENSG00000221968,122.674803219206,1.07987858328443,0.318934115734692,3.38589862297057,0.0007094558729104,0.0258736063555041,11,61873519,61892051,-1,FADS3
ENSG00000226149,85.111060466473,-1.1387188828141,0.337566365954346,-3.37331854610215,0.000742679786855,0.0269133008474633,6,129439485,129576047,-1,
ENSG00000204866,30.2183241411355,1.34981984061672,0.401229463995652,3.36420916643187,0.0007676334183495,0.0277295426280376,19,46143106,46161298,1,IGFL2
ENSG00000165029,67.9190294540494,-1.29268069495469,0.385171582971661,-3.35611647406969,0.0007904527120988,0.0281090894349162,9,104781006,104928155,-1,ABCA1
ENSG00000116667,68.0107780612682,-1.17584892166332,0.35059904306835,-3.35382809768276,0.0007970186096062,0.0281543528709198,1,184387029,184629019,1,C1orf21
ENSG00000184497,25.1946882686544,1.34302840343506,0.400706708072538,3.35164941434406,0.0008033167731504,0.0281543528709198,13,113759226,113816995,1,TMEM255B
ENSG00000138623,30.7737648214551,1.32479089653754,0.395438123610425,3.35018506673547,0.0008075758459702,0.0281910650818072,15,74409289,74433958,-1,SEMA7A
ENSG00000030419,59.5775061962129,-1.23018918348809,0.367691066216452,-3.34571409674639,0.0008207097189041,0.0285621995161293,2,212999691,213152427,-1,IKZF2
ENSG00000079308,165.579869467813,-1.23988310078251,0.373248058456642,-3.32187421391915,0.0008941499293735,0.0305636647130465,2,217799588,218033982,-1,TNS1
ENSG00000111859,120.600685583905,-1.00951939176445,0.303872326582029,-3.32218271772089,0.0008931618514457,0.0305636647130465,6,11183298,11382348,-1,NEDD9
ENSG00000172794,50.4726854103337,-1.32289516332377,0.401122636252284,-3.29798182342355,0.0009738243811631,0.0326897565801237,17,74670578,74747335,1,RAB37
ENSG00000175311,31.5954423721639,-1.29775671472369,0.395930389777652,-3.27773959319589,0.001046418826681,0.0345386764866445,16,21233699,21253850,1,ANKS4B
ENSG00000130766,107.879580673157,1.01678689586525,0.310448799552966,3.27521606567452,0.0010558118833011,0.0346324501375936,1,28259518,28282491,1,SESN2
ENSG00000152580,38.7003215135288,-1.29580210241187,0.396118209590129,-3.27125103325257,0.0010707281954178,0.0350210955607296,3,151425384,151461061,-1,IGSF10
ENSG00000164638,234.9532109023,-1.17341274205054,0.359163869457188,-3.26706788136552,0.0010866762079167,0.0353473946492389,7,5274369,5306912,1,SLC29A4
ENSG00000196542,60.5241314948423,1.25625386870866,0.384527069848231,3.26701022428534,0.0010868975490041,0.0353473946492389,3,161344798,161372880,-1,SPTSSB
ENSG00000174827,36.8194145350619,-1.28235178839648,0.393237172427792,-3.26101365361625,0.0011101469454471,0.0358105024280291,1,145670852,145708148,-1,PDZK1
ENSG00000169562,37.3414310450805,-1.26887738008102,0.391823451662512,-3.23839059325611,0.0012020611518751,0.0384356527973532,X,71212811,71225516,1,GJB1
ENSG00000180884,38.2580172158537,-1.25475571886037,0.387569658795824,-3.23749728696226,0.0012058308615884,0.0384484896229952,19,34956354,34964229,-1,ZNF792
ENSG00000238105,59.7851713516277,-1.17664575020779,0.364086708833369,-3.2317734255614,0.0012302456137854,0.0390090380037792,12,100156621,100173159,-1,GOLGA2P5
ENSG00000162366,63.5774919905247,-1.17204757385376,0.363342857329345,-3.22573445496792,0.0012564987592815,0.0394540592795402,1,47183582,47191044,-1,PDZK1IP1
ENSG00000168350,57.1633657823796,-1.23203849253967,0.381983782303489,-3.22536858792819,0.0012581057886774,0.0394540592795402,14,100143957,100159645,-1,DEGS2
ENSG00000158856,88.215165066808,-1.16646740417901,0.362196606783125,-3.22053653273859,0.0012795088366001,0.0399059928136352,8,22048995,22082527,1,DMTN
ENSG00000160179,75.4895407867417,-1.13137516417234,0.351699738603705,-3.21687803540613,0.0012959367734872,0.0401943417169363,21,42199689,42304389,1,ABCG1
ENSG00000135549,50.9241426856631,1.19858384094012,0.374699092898974,3.19879034578629,0.0013800548968726,0.0414561227573719,6,122471917,122726373,1,PKIB
ENSG00000235162,84.9753887536282,-1.15352452394064,0.362359789995306,-3.18336790060394,0.0014557252066057,0.0433212934183795,12,105235290,105396097,1,C12orf75
ENSG00000124006,27.0281270663863,-1.25902613219938,0.396349629085964,-3.17655433437105,0.0014903586870487,0.0440797526072084,2,219550728,219571859,-1,OBSL1
ENSG00000128849,51.6309818859234,-1.21351130435852,0.382026062636784,-3.17651443983359,0.0014905636886887,0.0440797526072084,15,57375967,57550717,1,CGNL1
ENSG00000073737,136.363148002129,1.14813455775493,0.364082392689371,3.15350201165727,0.001613241165831,0.0466206276150931,2,169064789,169096167,1,DHRS9
ENSG00000109339,52.3338822825977,-1.15808774382421,0.367415902294633,-3.15198045754572,0.001621671263829,0.0466281548529177,4,85990007,86594625,-1,MAPK10
ENSG00000113448,124.03820403783,-1.10782005417509,0.35339358875671,-3.13480518441933,0.0017196827430658,0.0481383002720667,5,58969038,60522120,-1,PDE4D
ENSG00000074219,110.493729203216,-1.07316397595472,0.342713333287901,-3.13137503481136,0.0017398981555694,0.0484413108434748,19,49340595,49362457,-1,TEAD2
