GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name,Gene description
ENSMUSG00000020715,322697.177147256,0.286928622614222,0.0729402569540492,3.93374844833602,8.36313082780489e-05,0.0148667376967665,11,106285476,106378678,-1,Ern1,endoplasmic reticulum to nucleus signalling 1 [Source:MGI Symbol;Acc:MGI:1930134]
ENSMUSG00000029177,57259.4108140428,0.809132335989566,0.205598734169309,3.93549279016111,8.30261568993531e-05,0.0148667376967665,5,30824121,30832174,1,Cenpa,centromere protein A [Source:MGI Symbol;Acc:MGI:88375]
ENSMUSG00000031262,16934.548734327,0.76280018492125,0.194582072028247,3.92019766759662,8.8476368739613e-05,0.0155924345357233,X,133208833,133263388,1,Cenpi,centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]
ENSMUSG00000025511,25630.0424979725,-0.922563245383951,0.235562099654922,-3.91643327485799,8.98686740806965e-05,0.0157024384977066,7,141055153,141073340,1,Tspan4,tetraspanin 4 [Source:MGI Symbol;Acc:MGI:1928097]
ENSMUSG00000027379,36228.6575341061,0.739152857859076,0.189184456426066,3.90704855897049,9.34303824351995e-05,0.0161864178654473,2,127643036,127673785,-1,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1100510]"
ENSMUSG00000081058,53890.506759136,0.984762326424893,0.25229961674233,3.90314634298719,9.49502519857634e-05,0.0163114958096215,3,96145424,96146443,-1,H3c15,H3 clustered histone 15 [Source:MGI Symbol;Acc:MGI:2448357]
ENSMUSG00000022322,25494.9989435732,0.745616078720507,0.19118912194985,3.89988756220183,9.62373705988104e-05,0.0163948380595957,8,4785976,4829567,-1,Shcbp1,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802]
ENSMUSG00000047842,15836.9390884441,0.89027704242802,0.228533940297011,3.89560098281676,9.79555386797943e-05,0.0165496287374466,13,52658416,52685315,-1,Diras2,"DIRAS family, GTP-binding RAS-like 2 [Source:MGI Symbol;Acc:MGI:1915453]"
ENSMUSG00000037887,34397.7362421553,0.592615446210748,0.152500179022062,3.88599836413971,0.0001019101923778,0.0170766398588489,7,141633227,141649580,-1,Dusp8,dual specificity phosphatase 8 [Source:MGI Symbol;Acc:MGI:106626]
ENSMUSG00000003810,599668.303903631,0.40523118297186,0.104576139916834,3.87498700271524,0.0001066303906791,0.0177223176963788,4,116163959,116321471,-1,Mast2,microtubule associated serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894676]
ENSMUSG00000034205,137144.728878721,0.78388834326072,0.20270992275851,3.86704475337684,0.000110162217483,0.0181616630000491,14,69846517,69933283,1,Loxl2,lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]
ENSMUSG00000031004,1079096.73871542,0.720533150860842,0.186713612923004,3.85902848528763,0.0001138386697604,0.0186176314073015,7,135291513,135318090,-1,Mki67,antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]
ENSMUSG00000022021,37567.0818549475,0.693084837583259,0.17992878977092,3.85199521691705,0.0001171593119732,0.0190086334497621,14,86892803,87378671,-1,Diaph3,diaphanous related formin 3 [Source:MGI Symbol;Acc:MGI:1927222]
ENSMUSG00000037628,13660.2787247208,0.712600178908889,0.186152863596036,3.8280376951669,0.0001291689772988,0.0207921370308769,14,46997998,47009126,1,Cdkn3,cyclin dependent kinase inhibitor 3 [Source:MGI Symbol;Acc:MGI:1919641]
ENSMUSG00000001403,48546.3108416681,0.795635209551951,0.208187364969297,3.82172669157559,0.00013252051535,0.0211649757445416,2,164611818,164620742,1,Ube2c,ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]
ENSMUSG00000024254,27525.9990436142,0.833871290949207,0.219190994375029,3.80431364585389,0.0001421979151155,0.0225345114628541,17,84983730,85007761,1,Abcg8,ATP binding cassette subfamily G member 8 [Source:MGI Symbol;Acc:MGI:1914720]
ENSMUSG00000021572,21993.9027581469,0.619173244018351,0.163018243959613,3.79818374299105,0.00014576025667,0.0229213609777417,13,74184619,74210418,-1,Cep72,centrosomal protein 72 [Source:MGI Symbol;Acc:MGI:1921720]
ENSMUSG00000093916,3024.85991125641,0.941773945275591,0.248314018366373,3.79267329114724,0.0001490341788082,0.0232572955524959,X,107588109,107708677,-1,Gm379,predicted gene 379 [Source:MGI Symbol;Acc:MGI:2685225]
ENSMUSG00000069372,16822.1990478232,0.815000528272096,0.215069160427968,3.78948114481091,0.0001509622688375,0.023379709559432,18,57601588,57611205,1,Ctxn3,cortexin 3 [Source:MGI Symbol;Acc:MGI:3642816]
ENSMUSG00000025981,177902.836556905,-0.782324565121078,0.206749183637466,-3.78393061272194,0.0001543708773201,0.0236207509557329,1,55091929,55111861,1,Coq10b,coenzyme Q10B [Source:MGI Symbol;Acc:MGI:1915126]
ENSMUSG00000039055,9670.04481503132,0.809662289011063,0.21401561846514,3.78319252967487,0.000154829556722,0.0236207509557329,11,94535822,94544790,-1,Eme1,essential meiotic structure-specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:3576783]
ENSMUSG00000027715,148571.37970479,0.776135127156442,0.205279351880462,3.78087284496299,0.0001562794827812,0.0236653441962819,3,36619014,36626299,-1,Ccna2,cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]
ENSMUSG00000069910,19175.8094626499,0.649763608802017,0.172255001905979,3.77210299621182,0.000161877404894,0.0243327925606503,11,34700017,34724468,-1,Spdl1,spindle apparatus coiled-coil protein 1 [Source:MGI Symbol;Acc:MGI:1917635]
ENSMUSG00000021569,15851.8599825853,0.569568228372059,0.151184605916199,3.76736920350058,0.0001649769267293,0.0244951214965365,13,74059466,74085903,-1,Trip13,thyroid hormone receptor interactor 13 [Source:MGI Symbol;Acc:MGI:1916966]
ENSMUSG00000033222,59739.6312435053,0.429178610094699,0.113937208718334,3.76679940576463,0.0001653537527037,0.0244951214965365,3,100846176,100876979,-1,Ttf2,"transcription termination factor, RNA polymerase II [Source:MGI Symbol;Acc:MGI:1921294]"
ENSMUSG00000048521,9730.98663744563,-0.8378383684796,0.222928794487361,-3.75832278825291,0.0001710561222791,0.0251575561708884,9,123635540,123640825,1,Cxcr6,C-X-C motif chemokine receptor 6 [Source:MGI Symbol;Acc:MGI:1934582]
ENSMUSG00000046591,25974.1456797301,0.612267097158603,0.163029379568244,3.75556294687552,0.0001729522835136,0.0252547395133514,7,79309944,79347896,1,Ticrr,TOPBP1-interacting checkpoint and replication regulator [Source:MGI Symbol;Acc:MGI:1924261]
ENSMUSG00000024989,26600.9866907764,0.706962768960836,0.188488998800747,3.75068451452793,0.0001763524757213,0.0255686075260451,19,38043459,38062871,1,Cep55,centrosomal protein 55 [Source:MGI Symbol;Acc:MGI:1921357]
ENSMUSG00000019942,64078.3820375476,0.712033140887436,0.189955695486307,3.74841690881947,0.0001779542724833,0.0256191492420986,10,69170976,69188768,-1,Cdk1,cyclin dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]
ENSMUSG00000038379,27483.1087887831,0.740478556344764,0.197997386937581,3.73984004434464,0.0001841373937623,0.026323921263518,9,83716742,83754442,1,Ttk,Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]
ENSMUSG00000025083,46664.8996707756,0.541464092923176,0.145297972579079,3.72657706994833,0.0001940977411667,0.0275551397407713,19,56900793,56996660,-1,Afap1l2,actin filament associated protein 1-like 2 [Source:MGI Symbol;Acc:MGI:2147658]
ENSMUSG00000022385,19936.3147205146,0.834669771472049,0.224423470090226,3.71917327156772,0.0001998759092547,0.028179746295824,15,85743946,85760774,1,Gtse1,G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]
ENSMUSG00000020808,4963.24796216151,0.814849880520458,0.219292424263556,3.71581409278932,0.0002025504745165,0.0283612284283661,11,71932858,71938196,1,Pimreg,PICALM interacting mitotic regulator [Source:MGI Symbol;Acc:MGI:1924434]
ENSMUSG00000038524,41871.2884014558,0.48708995365815,0.131268188827472,3.71064732445072,0.0002067299444001,0.0287495255331496,18,38090484,38102827,-1,Fchsd1,FCH and double SH3 domains 1 [Source:MGI Symbol;Acc:MGI:2441771]
ENSMUSG00000019992,4851.49169314509,0.766902589404995,0.206913206749014,3.70639748643618,0.0002102282725251,0.0290384903731867,10,20223516,20237050,1,Mtfr2,mitochondrial fission regulator 2 [Source:MGI Symbol;Acc:MGI:1919054]
ENSMUSG00000035365,25230.983634023,0.690310642630886,0.187241826246908,3.6867331219073,0.0002271513552545,0.0311654708420678,10,87927294,87982803,-1,Parpbp,PARP1 binding protein [Source:MGI Symbol;Acc:MGI:1922567]
ENSMUSG00000025154,54622.8675299814,0.473580102136983,0.128657269644145,3.68094320240796,0.000232372768336,0.0316693100206294,19,41755027,41790486,-1,Arhgap19,Rho GTPase activating protein 19 [Source:MGI Symbol;Acc:MGI:1918335]
ENSMUSG00000028718,31926.1321186835,0.67097480177504,0.183889541493593,3.64879261933675,0.0002634756797226,0.0354357455300725,4,114857356,114900393,1,Stil,Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]
ENSMUSG00000105501,2626.72220777787,0.921757449037074,0.252563856445908,3.64960157802503,0.0002626473656641,0.0354357455300725,14,54586919,54589093,-1,5330426L24Rik,RIKEN cDNA 5330426L24 gene [Source:MGI Symbol;Acc:MGI:1925535]
ENSMUSG00000020493,27192.3782847556,0.729171585300713,0.200204936690736,3.64212590035724,0.0002703957637263,0.0360380640245647,11,86979979,86999534,-1,Prr11,proline rich 11 [Source:MGI Symbol;Acc:MGI:2444496]
ENSMUSG00000020961,206978.651985981,0.362557196805589,0.0996192373578369,3.63942955619371,0.0002732426710271,0.0360380640245647,12,91599783,91755161,-1,Ston2,stonin 2 [Source:MGI Symbol;Acc:MGI:1918272]
ENSMUSG00000034773,6384.5611726113,0.859634646215397,0.236115937799039,3.64073113500302,0.0002718649229665,0.0360380640245647,11,102139708,102156013,1,Hrob,homologous recombination factor with OB-fold [Source:MGI Symbol;Acc:MGI:2387601]
ENSMUSG00000042115,4891.92279963471,0.715794979784983,0.196798991789431,3.637188246121,0.0002756304919598,0.0361199624816336,1,132226364,132235095,1,Klhdc8a,kelch domain containing 8A [Source:MGI Symbol;Acc:MGI:2442630]
ENSMUSG00000033849,67410.0789344784,-0.72893607573935,0.200956998183676,-3.62732366788788,0.0002863742192925,0.0372888418152653,1,143516402,143530352,1,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1349461]"
ENSMUSG00000006398,59424.178458109,0.820264140829988,0.226534722439665,3.62092014855893,0.0002935571148996,0.0379822031638883,4,118290098,118294549,-1,Cdc20,cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]
ENSMUSG00000019970,476281.189430039,-0.731193275609504,0.202434431033161,-3.61200054693131,0.0003038439252721,0.0388217585271212,10,21758083,21875802,1,Sgk1,serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]
ENSMUSG00000109973,8557.19766561869,0.625927926330398,0.173281530768968,3.61220219808037,0.0003036076813112,0.0388217585271212,7,137158841,137166317,-1,Gm45397,predicted gene 45397 [Source:MGI Symbol;Acc:MGI:5791233]
ENSMUSG00000029673,175472.045466078,0.510463185312206,0.141880026927375,3.59785091930874,0.000320857431767,0.0407409222212042,5,131466171,132572183,-1,Auts2,autism susceptibility candidate 2 [Source:MGI Symbol;Acc:MGI:1919847]
ENSMUSG00000089960,95772.488643153,-0.715933341038732,0.199189397895352,-3.59423417412438,0.0003253471229995,0.0410559952807396,1,88139681,88146719,1,Ugt1a1,"UDP glucuronosyltransferase 1 family, polypeptide A1 [Source:MGI Symbol;Acc:MGI:98898]"
ENSMUSG00000100127,9524.56032128934,0.904244412669709,0.251982451679896,3.58852136980717,0.0003325587384425,0.0417085784661355,15,63787629,63797515,1,Gsdmcl-ps,"gasdermin C-like, pseudogene [Source:MGI Symbol;Acc:MGI:1921710]"
ENSMUSG00000026196,24950.9501969357,0.606740522822915,0.169180560214777,3.58634894016576,0.0003353401733726,0.0418009705137589,1,71066657,71142305,-1,Bard1,BRCA1 associated RING domain 1 [Source:MGI Symbol;Acc:MGI:1328361]
ENSMUSG00000026669,35918.877800275,0.528344653458913,0.147747608066433,3.57599463282918,0.0003488988090998,0.0432275051783472,2,4994525,5017602,-1,Mcm10,minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]
ENSMUSG00000020023,334573.783400393,0.504996856412018,0.141419671593001,3.57090955397898,0.0003557437321088,0.0435477192544938,10,94147811,94426818,1,Tmcc3,transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]
ENSMUSG00000020038,51383.6222155811,-0.558706911625376,0.156436176657936,-3.57146872009693,0.0003549849499297,0.0435477192544938,10,84967564,85020928,-1,Cry1,cryptochrome circadian regulator 1 [Source:MGI Symbol;Acc:MGI:1270841]
ENSMUSG00000034917,524314.588946832,0.651473254091819,0.18310196617456,3.55798065800526,0.0003737168249468,0.0454755538832689,10,81109041,81127415,-1,Tjp3,tight junction protein 3 [Source:MGI Symbol;Acc:MGI:1351650]
ENSMUSG00000047330,26745.8678642504,-0.779678768934518,0.219291690324584,-3.55544146602399,0.0003773449506496,0.0456453421664485,1,78794475,78797745,1,Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4 [Source:MGI Symbol;Acc:MGI:1891125]"
ENSMUSG00000028438,26674.9610596013,0.610103405969516,0.172293376897643,3.54107288948182,0.0003985034728079,0.0479212146741952,4,41390745,41464887,-1,Kif24,kinesin family member 24 [Source:MGI Symbol;Acc:MGI:1918345]
ENSMUSG00000007594,890.606526775662,0.898036494923093,0.253854603419781,3.53760177213755,0.0004037785424727,0.0481142722671844,8,70536107,70543512,1,Hapln4,hyaluronan and proteoglycan link protein 4 [Source:MGI Symbol;Acc:MGI:2679531]
ENSMUSG00000032724,53532.6406841648,0.634498094147332,0.179392626396737,3.53692404694552,0.0004048160656437,0.0481142722671844,2,103396655,103548768,1,Abtb2,ankyrin repeat and BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2139365]
ENSMUSG00000061959,61763.6439277877,-0.592087694306928,0.167482930064511,-3.53521218000466,0.0004074478472473,0.0481471464813751,8,93927846,93956247,-1,Ces1e,carboxylesterase 1E [Source:MGI Symbol;Acc:MGI:95432]
ENSMUSG00000025574,47779.0524253385,0.670719981533918,0.190142319616106,3.52746291771389,0.0004195625259695,0.0492937742436519,11,117706352,117716918,-1,Tk1,thymidine kinase 1 [Source:MGI Symbol;Acc:MGI:98763]
