GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome,Start,End,Strand,Feature,Gene name
ENSMUSG00000007946.12,28.8475040706978,-1.56887660599342,0.417100229865934,-3.7613899337761,0.0001689717734802,0.0232690700736001,chr7,101467519,101471933,+,,Phox2a
ENSMUSG00000114279.2,238.018342249612,1.40649697867132,0.373762331308046,3.763078461516,0.000167834516279,0.0232690700736001,chr13,21906213,21906737,+,,H2bc14
ENSMUSG00000023033.15,42.252247490576,-1.09190263074232,0.291263925025981,-3.74884267128147,0.0001776524820149,0.0238318527027195,chr15,100767738,100943819,+,,Scn8a
ENSMUSG00000094091.4,604.602516287167,-1.18017874737011,0.315579482745142,-3.73971950617337,0.0001842257126534,0.0243391940267751,chr11,94172698,94177079,+,,Ankrd40cl
ENSMUSG00000075031.5,759.801528650585,1.16281883476525,0.310913545527706,3.74000699387873,0.0001840151347858,0.0243391940267751,chr13,23930716,23931224,+,,H2bc3
ENSMUSG00000074771.11,60.0270995035992,-1.55402183163241,0.417414055467092,-3.72297437347537,0.0001968895127921,0.0253197465783744,chr2,136343829,136404011,+,,Ankef1
ENSMUSG00000027559.6,3934.76126434125,-1.55007313767863,0.417686899817985,-3.71108870868132,0.000206369762537,0.0253197465783744,chr3,14928571,14937583,+,,Car3
ENSMUSG00000059857.17,86.4477928142595,-1.27191820038277,0.342748652123818,-3.71093567400315,0.0002064945763021,0.0253197465783744,chr3,109687355,110051327,-,,Ntng1
ENSMUSG00000030077.12,618.11717865885,-1.20893470999221,0.325881237730953,-3.70974014462992,0.0002074720831941,0.0253197465783744,chr6,103487546,103727172,+,,Chl1
ENSMUSG00000141910.1,10.1568763191504,1.5205503847982,0.409965421110116,3.70897228522545,0.0002081022024676,0.0253197465783744,chr6,129137300,129157328,+,,ENSMUSG00000141910
ENSMUSG00000134570.1,48.0606281360365,1.0174783496394,0.273745361187192,3.71687887322274,0.0002016990823678,0.0253197465783744,chr6,134609170,134610441,+,,ENSMUSG00000134570
ENSMUSG00000025175.13,74.9247267848212,-1.02007734398607,0.274701473395609,-3.71340324963242,0.0002044906623302,0.0253197465783744,chr11,121325738,121341317,+,,Fn3k
ENSMUSG00000067455.6,339.421899671718,1.4031399774678,0.378014050386595,3.71187255085574,0.0002057315778544,0.0253197465783744,chr13,21919233,21920007,+,,H4c11
ENSMUSG00000022206.8,286.771775807153,-1.343164911369,0.361744623478474,-3.71301969453853,0.0002048009430879,0.0253197465783744,chr15,11839981,11907373,-,,Npr3
ENSMUSG00000056258.10,190.309737444327,-1.18626675321524,0.319509366081778,-3.71277614726203,0.0002049981926126,0.0253197465783744,chr15,65858235,66158491,-,,Kcnq3
ENSMUSG00000031376.16,78.0220365697125,-1.32075353487227,0.355483005883393,-3.71537742455546,0.0002029006070758,0.0253197465783744,chrX,72546691,72614611,+,,Atp2b3
ENSMUSG00000026452.16,84.2786599126661,-1.16574236475063,0.314567423070598,-3.70585851952317,0.0002106758841181,0.0255142150585462,chr1,134574414,134690331,+,,Syt2
ENSMUSG00000061615.3,167.917101607004,1.23715063104197,0.334483298682082,3.69869179094006,0.0002167135635809,0.0260046335307948,chr13,23935108,23935581,+,,H2ac4
ENSMUSG00000022878.6,749.504075167801,-1.53193134498339,0.414124932700996,-3.69920095124885,0.0002162793116504,0.0260046335307948,chr16,22965285,22976778,+,,Adipoq
ENSMUSG00000140337.1,25.8770904993543,1.20636772243001,0.326322614812385,3.69685601815737,0.0002182860613788,0.0260737218246945,chr2,30828688,30832765,+,,ENSMUSG00000140337
ENSMUSG00000039717.17,24.9489544715067,-1.41062827587263,0.382672591652253,-3.68625374966627,0.0002275794414375,0.0264869798518716,chr3,13536714,14247347,+,,Ralyl
ENSMUSG00000120173.2,6.39205449575643,-1.54256419749792,0.418878025359089,-3.68260950470136,0.0002308586492689,0.0264869798518716,chr3,14893834,14929284,-,,Gm56774
ENSMUSG00000038630.9,24.2293658404456,-1.2463800792039,0.338303495811252,-3.68420691667722,0.0002294158256446,0.0264869798518716,chr4,58943627,58958355,+,,Zkscan16
ENSMUSG00000059201.13,106.705726189455,-1.54781935117178,0.419711236546059,-3.68781966360799,0.0002261838545748,0.0264869798518716,chr6,29060218,29073876,+,,Lep
ENSMUSG00000038112.16,270.002216379626,-1.11872186399002,0.303350177931027,-3.6878892625683,0.0002261220128505,0.0264869798518716,chr9,39498691,39515699,-,,AW551984
ENSMUSG00000032549.8,258.275570514652,-1.33223181923548,0.361273998696171,-3.68759397034791,0.0002263845021457,0.0264869798518716,chr9,102988985,103062475,+,,Rab6b
ENSMUSG00000044499.12,19.9366807807993,-1.37683138764879,0.373869211499779,-3.68265517806512,0.0002308172779143,0.0264869798518716,chr10,36382809,36710393,+,,Hs3st5
ENSMUSG00000022490.8,67.6040931382073,-1.0500050465667,0.284985065140586,-3.68442130835425,0.0002292228269705,0.0264869798518716,chr15,103438705,103446430,-,,Ppp1r1a
ENSMUSG00000033597.10,84.9860254793435,-1.13334072960513,0.307225702216257,-3.68895154744368,0.0002251800937531,0.0264869798518716,chr17,24707574,24727645,+,,Caskin1
ENSMUSG00000069274.4,1345.38795276233,1.09235321565809,0.29711620313414,3.67651849389352,0.0002364387216271,0.0270087358910238,chr13,23735431,23735822,-,,H4c6
ENSMUSG00000050663.9,46.5821999258613,-1.31495264705973,0.357945221661667,-3.67361419424852,0.0002391437280323,0.0270812155047521,chr10,114234725,114638212,-,,Trhde
ENSMUSG00000034768.5,51.0071707341895,1.30771930658338,0.356502129000275,3.66819494248341,0.000244268913804,0.0273069680179444,chr11,102159568,102170288,+,,Asb16
ENSMUSG00000095217.2,580.741089730821,1.40952872222914,0.384071092054519,3.66996827251206,0.0002425805755067,0.0273069680179444,chr13,21938292,21938673,+,,H2bc15
ENSMUSG00000016346.19,161.020190679162,-1.24600299521203,0.340151548314834,-3.66308194504751,0.0002491987742865,0.0276219946464517,chr2,180717371,180777093,-,,Kcnq2
ENSMUSG00000080050.3,7.06711388103481,-1.49519060333269,0.408431587168216,-3.66081040327786,0.0002514187594168,0.0277504781754676,chrX,8912325,8913412,-,,Gm14864
ENSMUSG00000057455.13,90.5020363327977,-1.27776454798319,0.34925862653138,-3.6585053336353,0.0002536904622627,0.0277668987545247,chr18,31106541,31450343,-,,Rit2
ENSMUSG00000024164.16,2601.98496295105,-1.05778901029319,0.289768447219854,-3.65046305228196,0.0002617679641923,0.0285316173971124,chr17,57510969,57535136,-,,C3
ENSMUSG00000052727.7,2914.38524151061,-1.01766723642367,0.279596751565325,-3.63976773952576,0.000272884069085,0.0292556326360478,chr13,99557953,99653048,-,,Map1b
ENSMUSG00000031803.9,3171.5159345942,1.0629752209722,0.292485509545698,3.6342833620143,0.0002787543672115,0.0296339149979834,chr8,72143399,72154433,-,,B3gnt3
ENSMUSG00000032564.17,59.8371876337048,-1.36242714960465,0.375527762268818,-3.62803309500554,0.0002855886593786,0.0298828549627484,chr9,104424484,104911743,+,,Cpne4
ENSMUSG00000002831.16,2875.04298245941,-1.22497839993808,0.338562904844721,-3.61817075175411,0.0002966926337058,0.0307983436710796,chr17,56407590,56416803,-,,Plin4
ENSMUSG00000029361.19,1214.17580592692,-1.33880479630111,0.370156434647869,-3.61686214525683,0.0002981960123274,0.0307996877346157,chr5,117919096,118096905,+,,Nos1
ENSMUSG00000036144.7,39.2493645673232,-1.15582393581548,0.319631626459727,-3.61611254999232,0.000299060387805,0.0307996877346157,chr12,37158538,37229533,+,,Meox2
ENSMUSG00000000031.20,14.9523330408051,-1.35145232387436,0.373978880800762,-3.61371294812327,0.0003018432294098,0.0309278617823072,chr7,142129261,142133957,-,,H19
ENSMUSG00000056812.15,33.6233807036213,-1.39759657798059,0.386823932739029,-3.6130044180164,0.0003026695445648,0.0309278617823072,chr18,64387429,64412682,+,,St8sia3
ENSMUSG00000030854.18,34.1691292469835,-1.41522061218142,0.391832844900836,-3.61179679191921,0.0003040828088471,0.0309448597757916,chr7,46727542,46783432,-,,Ptpn5
ENSMUSG00000120777.2,67.647638665674,-1.33670427526712,0.370380772556119,-3.60900018119755,0.0003073793950855,0.0309448597757916,chr16,36585466,36590580,-,,Gm56626
ENSMUSG00000040490.5,10.9272844920918,-1.37800951840041,0.381702006613555,-3.61017100912321,0.0003059951960531,0.0309448597757916,chr17,49239406,49404616,+,,Lrfn2
ENSMUSG00000025153.10,19008.1365826886,-1.16651278246199,0.323833199910767,-3.60220256225558,0.0003155323367295,0.0313840699487037,chr11,120696671,120715373,-,,Fasn
ENSMUSG00000000628.11,7391.76714284297,1.15033291026995,0.319997406021589,3.59481948485651,0.0003246165746581,0.0317109596387314,chr6,82702005,82751435,-,,Hk2
ENSMUSG00000046532.9,252.702170727749,-1.16266848172786,0.323535188060966,-3.593638419042,0.0003260922872746,0.0317109596387314,chrX,97192374,97366821,+,,Ar
ENSMUSG00000026163.18,90.0674464571242,-1.28904934154301,0.358898931393882,-3.59167784795747,0.0003285558422082,0.0318321936160231,chr1,83231859,83385921,-,,Sphkap
ENSMUSG00000039956.10,52.5330229439878,-1.44530202899072,0.402940002779875,-3.58689139578997,0.0003346436173388,0.0321836117131125,chr16,90535094,90546673,+,,Mrap
ENSMUSG00000085551.3,17.9190044852749,1.5002620316794,0.419637697221401,3.57513646084057,0.0003500452692345,0.0332975789014793,chr11,59812273,59813277,+,,1810063I02Rik
ENSMUSG00000032076.21,431.83901468058,-1.09879200239633,0.307512982036526,-3.57315647332838,0.0003527038565659,0.0334289137098155,chr9,47441470,47769413,+,,Cadm1
ENSMUSG00000001520.13,16.6335615680366,-1.32992370257949,0.372446891282185,-3.57077407197868,0.0003559278078115,0.033612691424342,chr6,128376258,128393390,+,,Nrip2
ENSMUSG00000107595.2,18.052182180031,-1.18843311633686,0.33307665863234,-3.56804683107108,0.0003596522329726,0.0338422401522712,chr6,103541316,103543791,+,,Gm44441
ENSMUSG00000027225.8,256.616533453703,1.36227996377896,0.382657988318664,3.56004579902956,0.0003707901207693,0.0345216517220244,chr2,122129380,122133366,+,,Duoxa2
ENSMUSG00000086040.9,147.748782455396,-1.11877983628585,0.314262549837536,-3.56001641577791,0.000370831611831,0.0345216517220244,chr6,54406587,54480753,+,,Wipf3
ENSMUSG00000070337.5,42.720408710519,-1.01800122778003,0.285816512426003,-3.56172993344317,0.0003684192534649,0.0345216517220244,chr11,97222934,97242903,-,,Gpr179
ENSMUSG00000026185.9,2783.3496301748,-1.04835765919029,0.294908723097524,-3.55485469598538,0.0003781880275198,0.0349224398592403,chr1,72897090,72914043,-,,Igfbp5
ENSMUSG00000059187.13,34.9360476019334,-1.08654637263727,0.305708381770997,-3.55419228724711,0.0003791418983915,0.0349224398592403,chr6,96090134,96634159,+,,Tafa1
ENSMUSG00000009633.4,102.445038669248,-1.20378428856661,0.338885165324614,-3.55218938962265,0.0003820397749471,0.0350658893783947,chr1,192954468,192955525,-,,G0s2
ENSMUSG00000026824.12,34.2225765805665,-1.16138106123963,0.327808876795449,-3.54286031724617,0.0003958122939444,0.0355809408841701,chr2,55325981,55488157,+,,Kcnj3
ENSMUSG00000027971.17,125.901699115239,-1.2310335175659,0.347448714502743,-3.54306539693984,0.0003955046110477,0.0355809408841701,chr3,125197724,125522548,+,,Ndst4
ENSMUSG00000021775.12,2492.88388650959,-1.17803195350397,0.332280162804327,-3.54529726831056,0.0003921705333795,0.0355809408841701,chr14,4230568,4265642,+,,Nr1d2
ENSMUSG00000024575.17,23.0307196800006,1.05135520705604,0.296676862662186,3.54377216214927,0.0003944459562104,0.0355809408841701,chr18,61353386,61422995,+,,Pde6a
ENSMUSG00000044748.9,10.0048514153574,1.48924668536539,0.421094466027606,3.53660949148582,0.0004052984613704,0.0363089125033888,chr8,22266614,22285201,+,,Defb1
ENSMUSG00000053746.9,220.181434374897,1.06456646327888,0.30162249269111,3.52946643262809,0.0004163985246891,0.0364604667060436,chr2,32665797,32667609,+,,Ptrh1
ENSMUSG00000023064.5,389.551331948186,-1.30703917018263,0.370374882962522,-3.52896276261502,0.0004171918295019,0.0364604667060436,chr14,34092230,34096746,-,,Sncg
ENSMUSG00000024530.9,23.1101323588688,-1.18763903128602,0.33652682673281,-3.52910655835756,0.0004169652003574,0.0364604667060436,chr18,67597935,67612905,+,,Prelid3a
ENSMUSG00000002190.14,20.3985568552497,-1.2563423695583,0.356302169419571,-3.5260587147278,0.0004217934454214,0.0366567931520955,chr8,84116495,84155181,+,,Clgn
ENSMUSG00000097520.5,21.1000689927862,-1.29945504860374,0.369017654194976,-3.52138992222076,0.0004292908599638,0.0369401960716906,chr8,94362915,94540350,-,,4930488L21Rik
ENSMUSG00000034755.20,38.392099838386,-1.24242425745396,0.352786778782281,-3.52174268475269,0.0004287200567665,0.0369401960716906,chrX,119199955,119820316,+,,Pcdh11x
ENSMUSG00000007888.16,19.8234743070421,1.3893598125627,0.395704760067034,3.51110209623795,0.0004462529743993,0.0378831808415599,chr8,70945807,70956731,+,,Crlf1
ENSMUSG00000082229.2,11.4636593290067,-1.45243718264199,0.414100482695369,-3.50745107368171,0.0004524215405273,0.0381770808988844,chrX,102227781,102230246,-,,Nap1l2
ENSMUSG00000005470.9,233.262095521841,1.04205437107959,0.297384352110776,3.50406591228924,0.0004582119302302,0.0384022486739131,chr8,84682135,84696826,+,,Asf1b
ENSMUSG00000031517.9,57.2192806643583,-1.25982460788209,0.359983004466803,-3.49967801882234,0.0004658204496383,0.0384240842096662,chr8,55407877,55513906,+,,Gpm6a
ENSMUSG00000025202.9,17.9839134967642,-1.46892156651594,0.419691923570322,-3.49999960451898,0.0004652588483304,0.0384240842096662,chr19,44191707,44232455,+,,Scd3
ENSMUSG00000048355.3,9.24630346250092,-1.43999000487555,0.411504852498162,-3.49932691226767,0.0004664343268842,0.0384240842096662,chrX,134934115,134935695,+,,Arxes1
ENSMUSG00000007594.11,65.9990729421313,1.46202286492145,0.418235679030174,3.49569139656298,0.0004728352098387,0.0385323870846457,chr8,70536106,70543512,+,,Hapln4
ENSMUSG00000038540.15,180.021953422909,-1.13469590737692,0.324855756188477,-3.49292227630588,0.000477765545383,0.0385736694496119,chr7,83234134,83274822,+,,Tmc3
ENSMUSG00000035686.9,506.484048676141,-1.45877843482148,0.41757907790886,-3.49341840143598,0.0004768786981786,0.0385736694496119,chr7,97062144,97066937,-,,Thrsp
ENSMUSG00000060212.14,45.5645950175061,-1.0723766221421,0.307328266208973,-3.48935239628403,0.0004841923785291,0.0387701556182818,chr8,126478246,126625056,-,,Pcnx2
ENSMUSG00000039488.16,47.9538809187701,-1.03064025278518,0.295457487349977,-3.48828612207197,0.0004861275676744,0.0387701556182818,chr9,9660895,10904780,-,,Cntn5
ENSMUSG00000027419.10,171.896837025493,-1.34413655251481,0.385968267969773,-3.4825053354388,0.0004967453218771,0.0390231561504269,chr2,143388075,143658205,+,,Pcsk2
ENSMUSG00000057716.8,155.275676028319,-1.11816180750206,0.321188297055818,-3.48132798657897,0.0004989341316941,0.0390231561504269,chr6,39848394,40232084,+,,Tmem178b
ENSMUSG00000040907.16,146.384432578697,-1.39236527575243,0.399683810892676,-3.48366693322565,0.0004945945721268,0.0390231561504269,chr7,24677591,24705383,-,,Atp1a3
ENSMUSG00000032186.16,857.661759402296,-1.02448806475088,0.294375260248815,-3.48021115594072,0.0005010187400247,0.0390231561504269,chr9,75472902,75518607,-,,Tmod2
ENSMUSG00000056749.8,275.314017923201,1.09714449797327,0.315028547977457,3.48268277594886,0.0004964162195719,0.0390231561504269,chr13,53121244,53135109,-,,Nfil3
ENSMUSG00000051678.5,39.839061145808,-1.34466383451589,0.386242313816373,-3.48139959402576,0.0004988007498421,0.0390231561504269,chr18,37466973,37470727,+,,Pcdhb6
ENSMUSG00000005338.15,362.079550814197,-1.12166454779095,0.322618518317919,-3.47675190388678,0.0005075272137638,0.0390482481907314,chr1,173160824,173195261,-,,Cadm3
ENSMUSG00000094102.2,7.03389082702758,1.46233504215436,0.420595952647877,3.47681672386094,0.0005074045357505,0.0390482481907314,chr12,114072620,114073050,-,,Ighv9-2
ENSMUSG00000000197.9,70.8911520297655,-1.09672451665485,0.315666130997474,-3.47431798650463,0.0005121536975316,0.0392886468437836,chr14,123514045,123864556,-,,Nalcn
ENSMUSG00000063063.13,137.80888731804,-1.08706228291216,0.312969294525027,-3.47338317825051,0.000513941043014,0.0393104787842248,chr6,76858619,77956682,-,,Ctnna2
ENSMUSG00000010086.18,63.9267500703299,-1.1859720251388,0.342073600022419,-3.4670083428276,0.0005262855549942,0.0399046487915814,chr11,61339267,61344957,-,,Rnf112
ENSMUSG00000045573.10,421.9424924162,-1.32686963474234,0.383475546786794,-3.46011537335405,0.0005399439902532,0.040416865041673,chr4,4133530,4138819,-,,Penk
ENSMUSG00000125085.1,33.4680549587836,1.11535133869319,0.322325057000343,3.46033085070394,0.0005395120670707,0.040416865041673,chr14,14022726,14090697,-,,ENSMUSG00000125085
ENSMUSG00000045569.8,6.55266803092856,-1.42284810693635,0.411135353128326,-3.46077780981351,0.0005386171661632,0.040416865041673,chr18,68539977,68562391,-,,Mc2r
ENSMUSG00000047730.18,221731.20949484,1.35804350361917,0.392915052361555,3.45632852561097,0.0005475874847358,0.0406344749543709,chr7,27770660,27820287,+,,Fcgbp
ENSMUSG00000050914.17,219.010970175381,-1.06216705240181,0.307343611427146,-3.45595943078061,0.0005483378439119,0.0406344749543709,chr8,46449938,46458744,-,,Ankrd37
ENSMUSG00000036395.16,144.035912050302,-1.35496696555137,0.39228334798748,-3.45405170141102,0.0005522314960771,0.0407893733134316,chr9,26674339,26717764,-,,Glb1l2
ENSMUSG00000024261.7,194.755243279553,-1.22444910878069,0.354640241237773,-3.45265135312083,0.0005551059635147,0.0407893733134316,chr18,31570860,31580459,-,,Syt4
ENSMUSG00000047182.7,18.8992984800081,-1.29143782524368,0.374416780256411,-3.44919857587385,0.0005622530636303,0.0411408945419479,chr5,137641292,137643976,-,,Irs3
ENSMUSG00000039116.8,346.868048992746,-1.07549431010311,0.312145093860089,-3.44549483960551,0.000570014850684,0.0413321655155974,chr10,14278326,14421403,-,,Adgrg6
ENSMUSG00000034336.4,56.9285741572925,-1.30172120458378,0.377830145488389,-3.4452550177042,0.0005705208606288,0.0413321655155974,chr19,47003136,47013766,+,,Ina
ENSMUSG00000020000.8,46.0082429857888,-1.13551455612912,0.330101190704759,-3.43989839510977,0.0005819326088839,0.0419360196027438,chr10,24099414,24178688,+,,Moxd1
ENSMUSG00000051599.5,22.9529425174715,-1.25760810369011,0.365710258981338,-3.43881002188206,0.0005842771035978,0.0419892987720239,chr18,37427864,37430677,+,,Pcdhb2
ENSMUSG00000068122.11,24.4410522339505,-1.27677988677082,0.371804976260109,-3.43400429874183,0.0005947347640808,0.0425072860480626,chrX,21350782,21355403,+,,Agtr2
ENSMUSG00000023945.8,97.5340816508635,-1.29005753936809,0.376211790239077,-3.42907259378628,0.000605647511055,0.0430956219099547,chr17,54580617,54606062,-,,Slc5a7
ENSMUSG00000043631.9,304.583880759118,-1.01415760465405,0.296022799410322,-3.42594424035667,0.0006126661417392,0.0434328823895851,chr13,49658285,49686265,+,,Ecm2
ENSMUSG00000047281.4,1882.98529695718,1.14186774046496,0.33372005989504,3.42163351170468,0.0006224615530756,0.0435378271935459,chr4,133327866,133329479,-,,Sfn
ENSMUSG00000054422.8,15.3466545968232,-1.28564227795648,0.375712013977427,-3.42188226654292,0.0006218923608236,0.0435378271935459,chr6,71176810,71182007,+,,Fabp1
ENSMUSG00000019787.10,7.69965219900369,-1.4349864771955,0.41953067864303,-3.42045659649244,0.0006251611074193,0.0435378271935459,chr10,32956549,33352705,+,,Trdn
ENSMUSG00000019894.15,50.2652922051149,-1.28883947142381,0.376833805721676,-3.42018006838729,0.0006257969733083,0.0435378271935459,chr10,103203643,103255238,+,,Slc6a15
ENSMUSG00000022762.19,246.137125643306,-1.27680382053486,0.373162215472448,-3.42157851892465,0.0006225874510649,0.0435378271935459,chr16,80997584,81423716,+,,Ncam2
ENSMUSG00000055567.19,392.160899952753,-1.0308462484073,0.301641725385096,-3.41745243331722,0.0006321013866604,0.043859788259023,chr1,66507525,66738307,+,,Unc80
ENSMUSG00000102973.2,46.1079418187602,-1.05829190914219,0.309893382713232,-3.41501938465563,0.0006377747250723,0.0440199182933216,chr17,52052556,52055712,-,,E430014B02Rik
ENSMUSG00000039579.16,625.185966296321,-1.33316024943908,0.391376986804579,-3.40633275431892,0.0006584187686496,0.0448530639820501,chr4,49661610,49845744,-,,Grin3a
ENSMUSG00000053310.12,32.227884065783,-1.07229639119864,0.315040253757133,-3.40368057227786,0.0006648445263617,0.045173163545704,chr9,37455787,37464200,-,,Nrgn
ENSMUSG00000048814.12,130.454332263335,-1.14182553835197,0.33624088001661,-3.39585578736163,0.0006841439507905,0.0460566486657241,chr1,38832725,38875792,-,,Lonrf2
ENSMUSG00000069270.7,135.552513412321,1.05595529461912,0.310946766736544,3.39593592080602,0.0006839436935178,0.0460566486657241,chr13,23865449,23867931,-,,H2ac6
ENSMUSG00000073598.4,414.455965101628,1.09278074330198,0.321826608730996,3.39555746372545,0.0006848899549281,0.0460566486657241,chr18,35836277,35863922,+,,Smim33
ENSMUSG00000045083.15,15.7221473173474,-1.24195437264377,0.366548860525029,-3.38823689388872,0.0007034348085707,0.0471824388651334,chr4,35706646,36951747,-,,Lingo2
ENSMUSG00000045587.10,8.45656430751046,1.38853500845061,0.41000520890292,3.38662772642819,0.0007075733075988,0.0471960525196625,chr7,24408666,24413960,+,,Lypd10
ENSMUSG00000019848.15,10.4316699736936,-1.32520007743512,0.391210758456469,-3.38743260196558,0.0007055004877689,0.0471960525196625,chr10,45054193,45194548,+,,Popdc3
ENSMUSG00000101355.2,134.255805782703,1.20782437341483,0.356761390994929,3.38552434176375,0.0007104240841355,0.0471960525196625,chr13,21901828,21902239,+,,H3c10
ENSMUSG00000022149.19,11.6923523314875,-1.34836659399877,0.398851885982592,-3.3806198275257,0.0007232253246858,0.0476545372001461,chr15,6474807,6528232,+,,C9
ENSMUSG00000033006.11,137.54154310386,-1.14077058390662,0.337430559632072,-3.38075657744365,0.0007228655091806,0.0476545372001461,chr15,79039107,79049440,-,,Sox10
ENSMUSG00000025427.16,29.7193113275118,-1.17274335231211,0.347733939902507,-3.37253059807999,0.0007448081026434,0.0488306645540078,chr18,77543805,77652857,-,,Ark2c
ENSMUSG00000041552.8,37.5402114801582,-1.13090577479915,0.335413843570022,-3.37167292429617,0.000747131191359,0.0488605120869049,chrX,154356450,154406810,-,,Ptchd1
ENSMUSG00000042808.11,3974.80113192061,1.0990948779692,0.326090638687094,3.37051956595374,0.0007502657787077,0.0489312317196299,chr12,76839106,76842273,-,,Gpx2
ENSMUSG00000038193.5,388.304689624707,-1.07048142857998,0.317730688174644,-3.36914710609123,0.0007540117503457,0.0489434078841072,chr8,57774017,57777668,+,,Hand2
