GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,Chromosome,Start,End,Strand,Feature,Gene name
ENSMUSG00000076508.4,13.2377004860869,1.40733180576288,0.381495456668594,3.68898706698211,0.0002251486625988,0.0387718862633141,chr6,67838136,67838643,+,,Igkv17-127
ENSMUSG00000076550.4,12.3405613200069,1.74017504450614,0.473142560119616,3.67790850196653,0.0002351542789181,0.0400373409574981,chr6,69354927,69355456,-,,Igkv4-63
ENSMUSG00000096461.7,4.30820189658505,1.70803621884223,0.464979225756757,3.6733602798327,0.000239381593912,0.0405281107535574,chr6,67768029,67768495,+,,Igkv14-130
ENSMUSG00000105606.2,13.9318547418254,1.64874331488323,0.449500014264764,3.66794941615304,0.0002445035394843,0.0409353259216758,chr6,68279410,68280142,+,,Igkv2-109
ENSMUSG00000117785.2,8.85405610483766,1.59306174426419,0.43417503145438,3.66916941061265,0.0002433397902035,0.0409353259216758,chr19,40179481,40182814,+,,Gm5827
ENSMUSG00000067149.7,1725.12841208771,1.71856874136987,0.470179110826539,3.65513631251877,0.0002570453648799,0.0427973431824368,chr5,88667667,88675750,-,,Jchain
ENSMUSG00000038147.15,168.574276895921,1.38165168163139,0.378911068078057,3.64637456656919,0.0002659662120285,0.0433251771118475,chr1,171667264,171718285,+,,Cd84
ENSMUSG00000038550.11,171.515386246997,1.70448216617065,0.467340348582458,3.64719667655639,0.0002651169941539,0.0433251771118475,chr3,95785814,95789563,-,,Ciart
ENSMUSG00000030365.12,30.5271298717836,1.61790024498224,0.443673174010538,3.64660371587806,0.0002657292508747,0.0433251771118475,chr6,128864550,128875130,+,,Clec2i
ENSMUSG00000044583.14,47.0417935148796,1.19375197149335,0.327280251751145,3.64749160728783,0.0002648129585398,0.0433251771118475,chrX,166087924,166113554,-,,Tlr7
ENSMUSG00000032093.8,105.543145043121,1.71423362397559,0.470957984511157,3.63988652990971,0.0002727582111704,0.0441926959775952,chr9,44910037,44920925,-,,Cd3e
ENSMUSG00000079018.11,333.252798839242,1.08662694347701,0.299662326436231,3.6261713522679,0.0002876545127921,0.0463569860829066,chr15,74915866,74920679,-,,Ly6c1
ENSMUSG00000095519.3,33.1243052189416,1.7159531706497,0.473891284693206,3.62098486736382,0.0002934836823566,0.0467958955105842,chr12,115556729,115557211,-,,Ighv1-66
ENSMUSG00000055435.7,480.77937053765,1.12664091227901,0.311332322469613,3.618772709952,0.0002960034669417,0.0469492656829344,chr8,116409680,116434533,-,,Maf
ENSMUSG00000076474.4,4.62063718067835,1.68960607995691,0.468760442650051,3.60441267271837,0.0003128596186293,0.0475628734753248,chr6,41139995,41140490,+,,Trbv17
ENSMUSG00000018341.13,6.86985982409909,1.59638231004409,0.443339057166925,3.60081586369914,0.0003172201881355,0.0475628734753248,chr6,67268301,67353172,-,,Il12rb2
ENSMUSG00000094006.3,32.5916078219723,1.66378953435825,0.461157683522559,3.60785387256128,0.0003087402847874,0.0475628734753248,chr6,69415201,69415741,-,,Igkv4-59
ENSMUSG00000121092.1,46.6645786253153,1.24864626530892,0.346480560207137,3.60379891028358,0.000313599716752,0.0475628734753248,chr8,129231423,129231957,+,,Gm56862
ENSMUSG00000032080.7,54.1728992757287,1.71089048714573,0.473949280584841,3.60985986735656,0.0003063624695862,0.0475628734753248,chr9,46151993,46154757,+,,Apoa4
ENSMUSG00000017146.13,401.613181101059,-1.0328638307328,0.286761897773863,-3.60181683393414,0.0003160009886688,0.0475628734753248,chr11,101379589,101442781,-,,Brca1
ENSMUSG00000076612.9,25.5096167265409,1.70684180652796,0.474016694573881,3.6008052586889,0.0003172331287675,0.0475628734753248,chr12,113248944,113252552,-,,Ighg2c
ENSMUSG00000063522.6,2620.83097411124,-1.47642880666699,0.40952227633361,-3.60524663001296,0.0003118566213637,0.0475628734753248,chr15,74748835,74768870,-,,Ly6m
ENSMUSG00000022586.12,6.80238213493232,1.69818776492534,0.470282194533442,3.61099736427418,0.0003050217622437,0.0475628734753248,chr15,74851382,74855279,-,,Ly6i
ENSMUSG00000106567.3,19.5400236759772,1.65042649625988,0.457970742831335,3.60378151245289,0.0003136207195886,0.0475628734753248,chr16,18870081,18925657,+,,2010309G21Rik
ENSMUSG00000099871.2,4.2592595899639,-1.7087446003176,0.473402564533328,-3.60949586743799,0.000306792661097,0.0475628734753248,chrY,90848681,90855309,+,,Gm21742
ENSMUSG00000017453.5,45.2724354993661,1.23324643444135,0.342792692530114,3.59764505287115,0.0003211114221132,0.047786625461704,chr11,77771440,77784922,-,,Pipox
ENSMUSG00000024353.6,9.41530648934114,1.64791676550593,0.45839966077424,3.59493452225201,0.0003244731728049,0.0479329585080877,chr18,35780319,35782420,-,,Mzb1
ENSMUSG00000109295.2,30.2249812600922,-1.13316105094319,0.315488066002755,-3.59177152182135,0.0003284377412259,0.0482819500955358,chr8,5129293,5130996,+,,Gm5739
ENSMUSG00000002384.3,62.064036487069,-1.35200100805895,0.376827062784095,-3.58785538933968,0.0003334091127073,0.0483058510603312,chr4,122998957,123025892,+,,Bmp8b
ENSMUSG00000007888.16,9.8195844548827,-1.42071057137384,0.396684472630113,-3.58146252096582,0.0003416761586605,0.0490321557971103,chr8,70945807,70956731,+,,Crlf1
